source,url,title,ingredients,instructions
nosalty,https://www.nosalty.hu/recept/toltott-tok-szalonnas-sult-krumplival,Töltött tök szalonnás sült krumplival,"[""nagyobb 2 db Közönséges tök vagy sütőtök"", ""1 csokor Kapor"", ""3 teáskanál Só"", ""1 teáskanál Bors"", ""1 kávéskanál Őrölt fűszerkömény"", ""2 közepes db Paradicsom"", ""2 közepes db Tv-paprika"", ""1 közepes db Vöröshagyma"", ""1 kg Darált sertéshús"", ""3 ek Növényi tejföl nem tudom hány ek. 150 g, én vega, szója alapú tejföl-alternatívát használtam"", ""1 db Tojás"", ""2 ek Sertészsír"", ""1 kg Újkrumpli"", ""2 kávéskanál Só"", ""1 kávéskanál Bors"", ""2 kávéskanál Provence-i fűszerkeverék"", ""10 dkg Füstölt szalonna"", ""1 ek Sertészsír""]","[""A tököket megmossuk és megpucoljuk (néha héjastól sütöm, kinek, hogy tetszik)."", ""Félbevágjuk, majd ismét félbe, és kikaparjuk a belsejét, mintegy csónakot készítve belőle. Jól lesózzuk és félretesszük."", ""Egy evőkanál zsíron feltesszük pirítani az apróra vágott vöröshagymát, majd mikor üvegesre pirult, hozzáadjuk a szintén felkockázott paprikát és paradicsomot."", ""Nagyjából 10 percig sütjük ezt a masszát, majd hozzáadjuk a darált húst, megsózzuk, borsozzuk, és mehet rá egy kis fűszerkömény."", ""Lefedjük, és többszöri kevergetés mellett kb. 40 percig főzzük."", ""Közben egy tepsit kizsírozunk, és belepakoljuk a lecsorgatott tököket, majd lefedjük fóliával, és betesszük fél órára a 200 fokra előmelegített sütőbe."", ""Nagyjából 40 perc elteltével hozzáadjuk a kaprot és a tejfölt a darált húshoz, majd ráütünk egy tojást is."", ""Kb. 5-10 percig sütjük, kavargatjuk, majd elzárjuk a gázt, és megtöltjük a tököket az elkészült töltelékkel."", ""Mehet vissza a sütőbe összesülni/pirulni ~ 20 percre most már lefedés nélkül. Aki gondolja, megbolondíthatja egy kis sajttal is a tetejét, vagy mehet rá még egy kis plusz kapor."", ""A krumplit megpucoljuk, félbevágjuk, vagy nagyobb darabokra szeljük, és belepakoljuk a kizsírozott tepsibe."", ""Jól megsózzuk, borsozzuk, megfűszerezzük a provence-i fűszerkeverékkel, és darabolunk rá kisebb-nagyobb szalonnadarabokat."", ""Lefedjük fóliával, és betesszük a szintén 200 °C-os sütőbe, csak immáron hőlégkeverésre."", ""Én 20 percet sütöttem lefedve, majd további 25-30 percet lefedés nélkül. Mikor a szalonna már szépen megpirult a tetején, bizonyosan elkészült a krumpli is.""]"
nosalty,https://www.nosalty.hu/recept/tejfolos-krumplileves,Tejfölös krumplileves,"[""30 dkg Burgonya"", ""1 db Fehérrépa"", ""1 db Sárgarépa"", ""1 csokor Petrezselyem"", ""1 db Zöldpaprika"", ""1 közepes fej Vöröshagyma"", ""1 tk Só"", ""1 teáskanál Ételízesítő"", ""1 teáskanál Paprikakrém"", ""2 teáskanál Fűszerpaprika"", ""1 evőkanál Finomliszt"", ""1 dkg Sertészsír"", ""175 ml Tejföl""]","[""A krumplit meghámozzuk, kisebb (1-1,5 cm-es) kockákra vágjuk."", ""A répát és a gyökeret megtisztítjuk, ujjnyi hasábokra szeljük."", ""A hagymát megpucoljuk."", ""A petrezselymet felaprítjuk."", ""A répát és a gyökeret 2 liter vízben feltesszük főni, beletesszük az egészben hagyott vöröshagymát, a sót, vegetát és a pirosaranyat. Kb 20 percig főzzük."", ""Ezt követően hozzáadjuk a krumplit és a felszelt zöldpaprikát, amivel addig főzzük, míg a krumpli is megpuhul (kb 20 perc)."", ""Elkészítjük a rántást :"", ""A lisztet a zsíron világos zsemleszínűre pirítjuk."", ""Levesszük a tűzről, belekeverjük az őrölt paprikát és a petrezselyemzöldet, kb 2 dl hideg vízzel elkeverjük és hozzáadjuk a leveshez, amiből előzőleg a hagymát eltávolítjuk."", ""Belekeverjük a levesbe a tejfölt és összeforraljuk.""]"
nosalty,https://www.nosalty.hu/recept/turokolbasz,Túrókolbász,"[""25 dkg Tehéntúró"", ""5 dkg Vaj"", ""6 evőkanál Finomliszt"", ""0 tk Só"", ""2 ek Zsemlemorzsa"", ""1 dl Napraforgó olaj""]","[""A túrót elmorzsoljuk, majd összekeverjük a liszttel és sóval."", ""A vajat megolvasztjuk, a masszához adjuk, és jól elkeverjük."", ""Kis kolbászkákat formázunk, amit zsemlemorzsában megforgatunk."", ""Az olajat felforrósítjuk, és a túrókolbászkákat aranybarnára sütjük.""]"
nosalty,https://www.nosalty.hu/recept/citromos-makos-muffin-gabika-konyhajabol,Citromos-mákos muffin Gabika konyhájából,"[""2 bögre Finomliszt 2,5 dl-es bögre"", ""2 tk Sütőpor"", ""0 kk Só"", ""0 bögre Cukor"", ""1 db Citrom nagyobb, leve és reszelt héja"", ""1 dl Joghurt vagy szójajoghurt"", ""2 db Tojás"", ""2 csomag Vaníliás cukor"", ""1 dl Napraforgó olaj"", ""4 dkg Mák egész""]","[""Száraz dolgokat a száraz dologkkal összekeverjük, a nedveset a nedvessel."", ""A sütőt előmelegítjük."", ""A két keveréket összeöntjük, és összedolgozzuk."", ""Formákat veszünk, teszünk bele papírkosárkákat (vagy kivajazzuk, akkor papír nem kell)."", ""A formákat ¾ -ig töltsük."", ""Ha a sütő elérte a kívánt hőfokot, betesszük őket 18 percre. A sütőt ne nyissuk ki, amíg nincsenek kész, mert összeesnek.""]"
nosalty,https://www.nosalty.hu/recept/karamellizalt-hagymas-krumplipure,Karamellizált hagymás krumplipüré,"[""1 kg Burgonya"", ""2 nagy db Vöröshagyma"", ""2 teáskanál Barna cukor"", ""7 dkg Vaj"", ""1 dl Tej"", ""0 ízlés szerint Só"", ""0 ízlés szerint Bors""]","[""A krumplit meghámozzuk, felkockázzuk, jól megmossuk, és feltesszük főni sós vízben."", ""A hagymát meghámozzuk, fél cm-es karikákra szeljük, és szétbontjuk karikákra."", ""A vajat felforrósítjuk, majd kis lángra állítjuk a tüzet, és beletesszük a hagymakarikákat. Enyhén sózzuk, borsozzuk. Fedő alatt jó 10 percig pároljuk, majd mikor üvegessé válik, rászórjuk a barna cukrot, kevés sót és frissen őrölt borsot, s addig pirítjuk,- most már fedő nélkül,- míg a cukor rákaramellizálódik a hagymára."", ""A megfőtt krumpliról leszűrjük a főzőlevét, összetörjük, elkeverjük a tejjel, majd hozzákeverjük a vajas megpirult hagymát is.""]"
nosalty,https://www.nosalty.hu/recept/klasszikus-meggyszosz,Klasszikus meggyszósz,"[""50 dkg Cigánymeggy"", ""5 dl Víz"", ""6 púpozott ek Cukor"", ""1 csipet Fahéj"", ""2 evőkanál Tönkölybúza liszt""]","[""A meggyet a vízzel, cukorral, fahéjjal, csipet sóval és a vaníliás cukorral feltesszük főzni. Ha friss meggyet használunk, kb. 10 perc, ha fagyasztottat, akkor 5 perc forrástól számítva elég."", ""A tejfölt keverjük simára a liszttel. Ha szükséges, adjunk hozzá pár kanállal a meggyléből, hogy hígabb legyen (így nem csomósodik). A lábasból vegyünk ki egy kis forró levet, és keverjük a habaráshoz. Ezután óvatosan öntsük vissza ezt a forrásban lévő meggyszószhoz, közben folyamatosan kevergetve. Forraljuk még 2-3 percig, hogy besűrűsödjön és a liszt kifőjön. Kóstoljuk meg, ha kell, adjunk hozzá még cukrot vagy citromhéjat. Melegen vagy hidegen is tálalható."", ""A tejföl ki is hagyható, simán liszttel, vagy meggylével is lehet sűríteni.""]"
nosalty,https://www.nosalty.hu/recept/kaposztas-teszta-ahogy-erikamama-kesziti,Káposztás tészta ahogy erikamama készíti,"[""500 g Tészta fodros, nagykocka"", ""1 közepes db Káposzta édes"", ""1 ek Só"", ""2 ek Cukor"", ""0 ízlés szerint Bors"", ""5 ek Olívaolaj""]","[""A tésztát sós vízben kifőzzük."", ""A káposztát konyhai aprítógéppel felaprítjuk, majd besózzuk. Kb. 15 percet állni hagyjuk"", ""Majd kinyomkodjuk a sós levet belőle, és az olívaolajon elkezdjük párolni. Kb. 15 perc múlva szórjuk rá a cukrot és a borsot ízlés szerint. Végül aranybarnára pirítjuk. Mindig kevergessük, mert különben leég."", ""Ha kész, összekeverjük a tésztával, és már tálalhatjuk is.""]"
nosalty,https://www.nosalty.hu/recept/omlos-csirke-grillen-sutve,Omlós csirke grillen sütve,"[""40 dkg Csirkemellfilé"", ""2 ek Ketchup"", ""2 ek Mustár"", ""0 ek Szójaszósz"", ""0 ízlés szerint Só"", ""0 ízlés szerint Bors"", ""0 kávéskanál Koriandermag"", ""1 teáskanál Fűszerpaprika erős"", ""2 ek Olívaolaj""]","[""A csirkét tetszőleges nagyságúakra vágjuk, és alaposan besózzuk."", ""A többi hozzávalót elkeverjük, és összekeverjük a csirkeszeletekkel. Hűtőben a sütés idejéig állni hagyjuk."", ""Forró grillserpenyőben mindkét oldalát ropogósra sütjük (lehet elektromos grillen és a szabadban is megsütni)."", ""Én kuszkuszzal, illetve hasábburgonyával tálaltam. Könnyű saláta is illik hozzá.""]"
nosalty,https://www.nosalty.hu/recept/sult-hagymakarikas-tzatzikis-szendvics,Sült hagymakarikás-tzatzikis szendvics,"[""50 dkg Bagett fejenként 1-2 db mini bagett"", ""1 db Kígyóuborka"", ""4 dl Tejföl"", ""8 db Salátalevél"", ""24 dkg Vöröshagyma szelet"", ""1 ek Kapor"", ""1 kávéskanál Só"", ""0 ízlés szerint Bors"", ""2 gerezd Fokhagyma"", ""15 dkg Vöröshagyma"", ""0 ízlés szerint Só"", ""6 dkg Finomliszt"", ""4 dl Napraforgó olaj"", ""1 db Tojás"", ""2 dl Víz""]","[""A kígyóuborkát megmossuk, a végeit levágjuk, majd legyaluljuk. Ezután lesózzuk, hogy egy kevés levet engedjen."", ""A salátaleveleket megmossuk, a bagetteket félbevágjuk, az olajat feltesszük melegíteni."", ""Ha az uborka engedett egy kis levet kinyomkodjuk, tálba tesszük, hozzáadjuk a tejfölt, sót, borsot, apróra vágott kaprot és a zúzott fokhagymát."", ""A bagettek aljába helyezzük a saláta levelet, arra tzatzikit halmozunk. A felhevített olajba dobáljuk a panírozott hagymakarikát, s aranybarnára sütjük. Mi mirelitet használtunk, a gyorsaság végett, de elkészíthető otthon is."", ""Ha a hagymakarika megsült, a tzatziki tetejére helyezzük, majd a bagettek másik felét a tetejére rakjuk."", ""Ha nincs mirelit hagymakarikánk: a megtisztított hagymát 2 mm-es karikára szeleteljük, a szeleteket gyűrűkre szedjük szét, megsózzuk, és néhány percig állni hagyjuk. A liszthez hozzáadunk langyos vizet, folyékony masszát kapunk. Hozzákeverünk 2 evőkanál olajat és egy egész tojást. Csipetnyi sóval ízesítjük. Ebbe a tésztába mártogatjuk a lisztben előzőleg megforgatott hagymakarikákat. Forró olajban világosbarna színűre sütjük.""]"
nosalty,https://www.nosalty.hu/recept/hazi-paradicsomos-szosz-cukkinivel,Házi paradicsomos szósz cukkinivel,"[""3 nagy db Paradicsom házilag termett"", ""1 közepes db Cukkini"", ""1 db Padlizsán"", ""1 ek Barna cukor"", ""2 teáskanál Só"", ""1 kk Kakukkfű"", ""1 teáskanál Bazsalikom"", ""0 ízlés szerint Bors"", ""3 ek Olívaolaj"", ""3 gerezd Fokhagyma""]","[""A padlizsánt karikákra vágjuk, majd azokat falatnyi kockákra. Picit megsózzuk, megborsozzuk, és kevés olívaolajon serpenyőben megsütjük úgy, hogy kicsit barnásra piruljon."", ""A paradicsomokat megmossuk, felkockázzuk, és lábasbanfeltesszük főnia felaprított fokhagymával és afűszerekkel."", ""Amikor már szétesett és szószos állaga van, beletesszük főni a felkockázott cukkinit, amivel tovább főzzük."", ""Ha a cukkini már majdnem puha, belekeverjük a megsütött padlizsánt is. Ezzel még 1-2 percig forraljuk."", ""Ízlés szerinti főtt tésztával és reszelt sajttal kínáljuk.""]"
nosalty,https://www.nosalty.hu/recept/fusilli-gombaporkolttel-kolbasszal,Fusilli gombapörkölttel és kolbásszal,"[""25 dkg Fusilli tészta"", ""25 dkg Csiperkegomba"", ""1 db Vöröshagyma"", ""3 gerezd Fokhagyma"", ""3 db Újhagyma zöldjével"", ""1 db Hegyes erős paprika"", ""2 db Chili"", ""2 db Paradicsom"", ""mag nélküli 12 db Fekete olajbogyó"", ""chilivel töltött 12 db Zöld olajbogyó"", ""1 ek Ketchup"", ""1 ek Chiliszósz"", ""0 ízlés szerint Só"", ""1 kávéskanál Fekete bors"", ""1 kávéskanál Csípős fűszerpaprika"", ""1 teáskanál Kakukkfű"", ""1 teáskanál Oregánó"", ""1 ek Olívaolaj"", ""15 dkg Lángolt kolbász""]","[""A vöröshagymát, fokhagymát aprítjuk, az újhagymát felkarikázzuk, a zöldjét félretesszük. A paprikát és a gombát szeleteljük, a paradicsomot nyolcadoljuk."", ""Egy serpenyőben olajon megdinszteljük a hagymát, hozzáadjuk a paprikát, majd a gombát, végül a paradicsomot és az olívabogyókat. Fűszerezzük. Locsolunk rá ketchupot és chiliszószt."", ""Közben a tészta főzővizét felforraljuk, sózzuk, beletesszük a tésztát."", ""A kolbászt felkarikázzuk, a gombapörkölthöz adjuk."", ""Amikor minden megfőtt, tálalunk. A tányérra szedünk a tésztából, és rá a gombapörköltből. Megszórjuk újhagyma zölddel."", ""Vörösborral kísérjük le.""]"
nosalty,https://www.nosalty.hu/recept/cukkinis-lecso-ahogy-niki-kesziti,Cukkinis lecsó ahogy Niki készíti,"[""1 közepes db Vöröshagyma"", ""6 közepes db Paprika"", ""3 közepes db Paradicsom"", ""1 közepes db Cukkini"", ""0 ízlés szerint Só"", ""0 ízlés szerint Bors"", ""0 ízlés szerint Fűszerpaprika"", ""1 ek Napraforgó olaj""]","[""A hagymát megpucoljuk, felkockázzuk."", ""A zöldségeket megmossuk, és felkockázzuk. Majd a paradicsom kivételével a zöldségeket a hagymával olajon, pici sóval, borssal és kevés vízzel (nehogy leégjen) megpároljuk."", ""Ha megpuhultak a zöldségek, hozzáadjuk a felkockázott paradicsomot. Várunk, hogy az is összeessen, megszórjuk pirospaprikával, és elzárjuk alatta a gázt."", ""Ízlés szerint készülhet kolbásszal, virslivel is."", ""Tálalás előtt üthetünk rá néhány tojást is, de ez most az alap.""]"
nosalty,https://www.nosalty.hu/recept/epres-mentas-hab,Epres-mentás hab,"[""10 dkg Eper 5-6 szem"", ""5 db Tojásfehérje"", ""15 dkg Xilit"", ""0 lime-ból nyert Limelé"", ""4 db Menta 4-5 db""]","[""Aprítsuk össze az epret, a Cukormanufaktúra Xilitet és a mentalevelet egy a keverőedényben."", ""Adjuk hozzá a többi hozzávalót, és habosítsuk az így kapott krémet. (Ha szobahőmérsékletű tojásfehérjével dolgozunk, akkor könnyebben habosodik a krém.)"", ""Kanalazzuk tálkákba, és tegyük hűtőbe. Tálaláskor pár eperszemmel és mentalevéllel díszíthetjük.""]"
nosalty,https://www.nosalty.hu/recept/baconbe-tekert-aszalt-szilva-vetimi-konyhajabol,Baconbe tekert aszalt szilva VéTimi konyhájából,"[""20 dkg Bacon"", ""25 dkg Aszalt szilva"", ""20 dkg Füstölt sajt"", ""1 ek Napraforgó olaj""]","[""A füstölt sajtot pici kockákra vágjuk és egy-egy darabot beletöltünk az aszalt szilvába, a mag helyére. A baconszeleteket félbevágjuk. Ezekbe tekerjük bele a füstölt sajttal töltött szilvákat. Nem kell átszúrni, nem nyílik ki."", ""Egy tepsit vékonyan kikenünk olajjal. Rátesszük a falatkákat és nagy lángon pirosodásig sütjük."", ""A képen látható, hogy fogvájóval átszúrtam, csak azért, hogy könnyebb legyen venni belőle.""]"
nosalty,https://www.nosalty.hu/recept/kremturo-torta-lekvarraccsal,Krémtúró torta lekvárráccsal,"[""20 dkg Háztartási keksz durvára morzsolt, 1 bögrényi"", ""20 dkg Babapiskóta finomra tört, 1 bögrényi"", ""2 ek Cukor"", ""20 dkg Vaj nem margarin, olvasztott, 0,75 bögrényi"", ""500 g Tehéntúró"", ""10 dkg Vajkrém"", ""125 ml Habtejszín"", ""1 bögre Cukor"", ""1 evőkanál Finomliszt"", ""4 db Tojás nagy"", ""1 teáskanál Vaníliaaroma"", ""40 dkg Lekvár/ dzsem 2 bögrényi, bármilyen folyós vagy botmixerrel pépesített savanykás lekvár""]","[""Vajazzunk ki egy kapcsos tortaformát. Melegítsük elő a sütőt 177 fokra, és a sütőrácsot tegyük középre."", ""Egy tálban keverjük össze a keksz- és babapiskótammorzsákat, a cukrot és az olvasztott vajat. Nyomkodjuk a morzsákat a tortaforma aljára, és 2,5 cm magasan az oldalára. Letakarva tegyük mélyhűtőbe a töltelék elkészítéséig."", ""A túrót botmixerrel krémesítsük. Apránként hozzáadva keverjük simára a tejszínnel és a vajkrémmel. Egyenként keverjük hozzá a tojásokat gépi vagy kézi habverővel. Az egy kanál lisztet és a vanília aromát is adjuk hozzá, és teljesen keverjük el a krémben."", ""Vegyük elő a hűtőből a tésztát. A túrós töltelék felét töltsük a formába. Kanalazzuk rá a lekvár felét (ne egy helyre, hanem egyenletesen elosztva), és késsel óvatosan húzogassuk szét. A maradék krémet is öntsük a formába, és a maradék lekvárt, (szerintem kb. 1 bögre elég, de lehet, hogy lekvártól is függ), és szépen húzzuk szét, gondolva arra, hogy ez már a torta teteje lesz."", ""Tegyük a sütőbe, és 15 perc után a sütő vegyük le 120 fokra. Majd folytassuk a sütést 60-70 percig, vagy míg meg nem szilárdul. Vegyük ki, és hagyjuk kihűlni. Ha már nem meleg, egy késsel menjünk körbe a forma szélén, hogy könnyebb legyen majd leszedni a szélét."", ""Tálaláskor adhatunk hozzá plusz lekvárt, de magában is nagyon finom és mutatós.""]"
nosalty,https://www.nosalty.hu/recept/oszibarack-4,Őszibarack 4.,"[""80 dkg Finomliszt"", ""2 dl Tej"", ""1 kk Szódabikarbóna"", ""2 db Tojássárgája"", ""20 dkg Sertészsír"", ""30 dkg Porcukor"", ""2 dl Tej"", ""1 ek Porcukor ízlés szerint"", ""1 ek Rum ízlés szerint"", ""2 ek Cukrozatlan kakaópor"", ""15 dkg Margarin"", ""30 ml Mandulaaroma"", ""30 ml Vérnarancs aroma"", ""10 dkg Cukor kristály""]","[""A tészta hozzávalóit összegyúrjuk, golyókat formázunk, és megsütjük. De nem kell nagyon sütni, épp hogy színe legyen."", ""Óvatosan kikaparjuk a közepüket."", ""Elkészítjük a tölteléket a következő hozzávalókból: a kikapart tészta, 2 dl tej, ízlés szerint porcukor, rum, 2 ek kakaó, 15 dkg margarin."", ""Habosra keverjük, majd betöltjük a tésztákat, kettesével összeragasztjuk."", ""Egyik felét mandula-, másik felét vérnarancs-aromával bekenjük, és megforgatjuk kristálycukorban. Tetejét díszíthetjük levéllel.""]"
nosalty,https://www.nosalty.hu/recept/egyszeru-gyors-karfiolkremleves,Egyszerű és gyors karfiolkrémleves,"[""1 közepes db Karfiol"", ""175 g Tejföl kispoharas"", ""0 ízlés szerint Só"", ""0 ízlés szerint Bors"", ""0 ízlés szerint Római kömény"", ""1 db Leveskocka"", ""1 l Víz""]","[""A rózsáira szedett karfiolt 1,5 liter vízben feltesszük főni. Sózzuk, borsozzuk, hozzáadjuk a római köményt és a leveskockát (lehet húsleves kocka, de készítettem már erőleves kockával is). Amikor megfőtt a karfiol, botmixerrel pürésítjük."", ""Kis tálba kiveszünk kb. két dl levet és a tejföllel csomómentesre keverjük. Visszaöntjük a tejfölös levet és még pár percig forraljuk. Tálalhatjuk pirított baconnel vagy pirított kenyérkockával is. Jó étvágyat!l""]"
nosalty,https://www.nosalty.hu/recept/sult-hal-zabpehelyben,Sült hal zabpehelyben,"[""1 kg Hal tengeri filé"", ""20 dkg Teljes kiőrlésű liszt"", ""0 dl Olívaolaj"", ""0 ízlés szerint Só"", ""0 ízlés szerint Bors"", ""20 dkg Zabpehely pehely""]","[""A halat kiolvasztjuk, szárazra töröljük, sózzuk, borsozzuk."", ""Beleforgatjuk a lisztbe, és megpermetezzük, vagy megkenjük az olajjal."", ""Zabpehelybe mártjuk."", ""Egy bevonatos serpenyőben (zsiradék hozzáadása nélkül) lefedve megsütjük mindkét oldalát.""]"
nosalty,https://www.nosalty.hu/recept/szellos-krumplis-pogacsa,Szellős krumplis pogácsa,"[""1 kg Burgonya"", ""1 kg Finomliszt"", ""3 dkg Friss élesztő"", ""1 kávéskanál Fehér bors"", ""125 g Tejföl"", ""2 db Tojás 1 a kenéshez"", ""15 dkg Margarin"", ""2 kávéskanál Só"", ""1 db Kockacukor""]","[""A krumplit héjában, sós vízben puhára főzzük, majd hagyjuk hűlni egy kicsit."", ""Egy keverőtálba borítjuk a lisztet, tejfölt, borsot, az egyik tojást, sót, a tetejére szeleteljük a még meleg, hámozott, főtt krumplit, majd a tetejére a margarint."", ""Amíg a margarin megpuhul a meleg krumplin, egy kockacukorral langyos vízben felfuttatjuk az élesztőt."", ""Miután az élesztőt is hozzáadtuk, robotgéppel addig dagasztjuk, míg sima tésztát nem kapunk (én nem szeretem, mikor darabos a krumpli a pogácsában) és kezd elválni a keverőtál oldalától. Ha nagyon ragad, akkor óvatosan adagoljunk még hozzá lisztet."", ""Ha sima a tészta, akkor takarjuk le, és kelesszük duplájára."", ""Ha megkelt, vastagon lisztes felületre borítsuk ki, és gyúrjuk át. Ha nagyon ragad, akkor nyugodtan adjunk még hozzá lisztet. Ha már nem ragad, akkor nyújtsuk ujjnyi vastagra, kenjük meg a tetejét a felvert tojással, és finoman vagdossuk be a tészta tetejét."", ""Szaggassuk ki, és rakjuk sütőpapíros tepsibe, majd hagyjuk még egy fél órát kelni. 5 cm átmérőjű szaggatóval, kb. 75 db pogácsánk lesz."", ""180 fokos sütőben készre sütjük. Én először csak alsó sütésen hagyom 15 percig, majd átkapcsolom légkeverésesre, és addig sütöm, míg enyhén pirosas nem lesz a teteje.""]"
nosalty,https://www.nosalty.hu/recept/ropogos-csirkecomb-fokhagymaszosszal,Ropogós csirkecomb fokhagymaszósszal,"[""4 db Csirke alsócomb"", ""6 gerezd Fokhagyma"", ""0 ízlés szerint Fekete bors"", ""2 szál Kakukkfű"", ""100 g Finomliszt"", ""10 dkg Panko"", ""2 db Tojás"", ""0 ízlés szerint Só"", ""5 dl Napraforgó olaj"", ""1 közepes fej Fokhagyma"", ""300 g Majonéz"", ""1 közepes db Zöldhagyma""]","[""Az alsó csirkecombokat megmossuk és megsózzuk, ezután pedig egy mély serpenyőbe vagy fémtálba (olyat válasszunk, amit sütőbe tudunk helyezni) helyezzük őket. A serpenyőt megtöltjük napraforgó olajjal addig, hogy ellepje a combokat, nem kell megijednünk a sok olaj láttán, mivel ezt felhasználhatjuk többször is. Az olajba szemes fekete borsot, fokhagyma-gerezdeket és kakukkfüvet dobunk, ezután mehet be a 100 C fokos sütőbe kb. 2 órára (ezt a részt kihagyhatjuk, ha nincs rá időnk, de szerintem megéri kivárni a 2 órát, mert nagyon ízletesek és puhák lesznek a combok)."", ""Miután a combok elkészültek, bepanírozzuk őket, használhatunk japán szemlemorzsát (panko), ettől még ropogósabbak lesznek. Ezután bő olajban kisütjük a bepanírozott combokat. Célszerű minél kisebb edényben sütni, mert így kevesebb olajat használunk fel, és el is lepi a combjainkat, így egyenletesen tudnak sülni."", ""Miközben sütjük a combokat, a sütőt 200 C fokra melegítjük, majd elhelyezzük benne a fej fokhagymát egy kis alufóliába csomagolva, ezt 15-20 percig sütjük. Mikor elkészült, meghámozzuk, összetörjük, és a finomra aprított zöldhagymával együtt hozzákeverjük a majonézünkhöz. Alaposan elkeverjük, és kész is!""]"
nosalty,https://www.nosalty.hu/recept/kosarkak-vanilias-kremmel-eperrel,"Kosárkák vaníliás krémmel, eperrel","[""20 dkg Finomliszt"", ""10 dkg Vaj"", ""5 dkg Porcukor"", ""1 db Tojás"", ""0 citromból nyert Citromhéj reszelt"", ""1 ek Vaj a formák kikenéséhez"", ""1 evőkanál Finomliszt a formák kikenéséhez"", ""1 tasak Vaníliás pudingpor vagy epres ízű"", ""5 dl Tej"", ""5 dkg Vaj"", ""3 ek Cukor"", ""0 citromból nyert Citromhéj reszelt"", ""10 dkg Eper ízlés szerint""]","[""Összedolgozzuk a tészta hozzávalóit: a lisztet, a vajat, a porcukort, a tojást, a fél citromhéjat. (Én hűtőbe raktam pihentetni kb. 1/2-1 órára.)"", ""Ez idő alatt előkészítjük a kosárkaformákat, amit vékonyan kivajazzunk, kilisztezünk, tepsire rakjuk őket."", ""A hűtőből kivett tésztát a kosárkaformákba nyomkodjuk."", ""Előmelegített sütőbe rakjuk, és megsütjük. A színe olyan, mint a hagyományos kosárkáé. Ha kisültek, hűlni hagyjuk, majd kiszedjük őket a formából, és tányérra rakjuk."", ""Elkészítjük a krémet: a pudingot a szokásos módon elkészítjük, majd hűlni hagyjuk. Ha már langyos, robotgéppel hozzákeverjük a vajat, amitől nagyon szép selymes krémet kapunk."", ""Megtisztítjuk az epret, majd 4 részbe vágjuk őket."", ""Megtöltjük a kosárkákat a krémmel, és díszítjük eperrel ízlés szerint."", ""Hűtőbe rakjuk tálalásig, így a tészta is pulul egy picit.""]"
nosalty,https://www.nosalty.hu/recept/narancsos-grapefruitos-limonade,"Narancsos, grapefruitos limonádé","[""3 db Narancs"", ""2 db Citrom"", ""0 db Grépfrút pink"", ""12 ek Cukor"", ""10 db Jégkocka"", ""0 ízlés szerint Menta levél"", ""szénsavas 1 l Ásványvíz"", ""szénsavmentes 1 l Ásványvíz""]","[""A citrusok levét kifacsarjuk, a kancsó aljába öntjük."", ""Hozzáadjuk a cukrot, elkeverjük."", ""Megmosott mentaleveket szórunk bele."", ""Beledobunk kb. 10 jégkockát."", ""Felöntjük az ásványvizekkel. Először 1-1 literrel, kóstoljuk, és a szükséges mennyiséggel még felöntjük."", ""Poharakba töltve citrusszeletekkel díszíthetjük.""]"
nosalty,https://www.nosalty.hu/recept/sortesztaban-sult-hagymakarikak,Sörtésztában sült hagymakarikák,"[""50 dkg Vöröshagyma"", ""12 dkg Finomliszt"", ""1 dl Sör"", ""2 dl Tej"", ""1 db Tojás"", ""0 ízlés szerint Só"", ""2 dl Napraforgó olaj""]","[""A hagymát vastagra szeleteljük, és gyűrűire szedjük."", ""A tojást szétválasztjuk."", ""A sört csomómentesre keverjük a liszttel, a tojássárgájával és a tejjel. Sóval ízesítjük."", ""A tojásfehérjét kemény habbá verjük, majd óvatosan az előző masszához keverjük."", ""A hagymakarikákat a sörtésztában megforgatjuk, majd felhevített olajban mindkét oldalukat megsütjük.""]"
