Source,Target,Type,Id,Label,Weight
linalool,majoránna,Undirected,592,,1
linalool,méz,Undirected,593,,1
linalool,szerecsendió-virág,Undirected,594,,1
linalool,dió,Undirected,595,,1
linalool,mandula,Undirected,596,,1
linalool,citrom,Undirected,597,,1
linalool,fahéj,Undirected,598,,1
linalool,szőlő,Undirected,599,,1
linalool,zsályalevél,Undirected,600,,1
linalool,gyümölcs,Undirected,601,,1
linalool,meggy,Undirected,602,,1
linalool,bodzavirág,Undirected,603,,1
linalool,szilva,Undirected,604,,1
linalool,barack,Undirected,605,,1
linalool,birsalma,Undirected,606,,1
linalool,aszalt szilva,Undirected,607,,1
linalool,őszibarack,Undirected,608,,1
linalool,apró vörös szőlő,Undirected,609,,1
linalool,málna,Undirected,610,,1
linalool,szőlőmust,Undirected,611,,1
linalool,dióbél,Undirected,612,,1
linalool,sárgabarack,Undirected,613,,1
linalool,csipkebogyó,Undirected,614,,1
linalool,meggylé,Undirected,615,,1
Töltött káposzta,káposztalevél,Undirected,616,,1
Töltött káposzta,marhahús,Undirected,617,,1
Töltött káposzta,fekete bors,Undirected,618,,1
Töltött káposzta,gyömbér,Undirected,619,,1
Töltött káposzta,só,Undirected,620,,1
marhahús,12-methyltridecanal,Undirected,621,,1
marhahús,(E)-2-nonenal,Undirected,622,,1
marhahús,nonanal,Undirected,623,,1
marhahús,octanal,Undirected,624,,1
marhahús,bis(2-methyl-3-furyl)disulfide,Undirected,625,,1
marhahús,Káposztát közönséges módon,Undirected,626,,1
marhahús,Tejfeles káposzta,Undirected,627,,1
marhahús,Új káposzta szalonnával,Undirected,628,,1
marhahús,Tehénhús rizskásával,Undirected,629,,1
marhahús,"Kukrejttel, azaz borecetes, fenyőmagvas mártással",Undirected,630,,1
marhahús,"Polyékával, azaz sült marhahúsból készült étellel",Undirected,631,,1
marhahús,Vadalmával,Undirected,632,,1
marhahús,Tormás téjfel,Undirected,633,,1
marhahús,Laska,Undirected,634,,1
marhahús,Tehénhús petrezselyemmel,Undirected,635,,1
marhahús,Fokhagyma-lével,Undirected,636,,1
marhahús,"Szömörcsök-lév, azaz kucsmagomba-lé",Undirected,637,,1
marhahús,Kenyér-kása,Undirected,638,,1
marhahús,Kaporral,Undirected,639,,1
marhahús,Keresdi lév,Undirected,640,,1
marhahús,"Orjával, azaz a sertés hátgerincével",Undirected,641,,1
marhahús,Mustos pecsenye,Undirected,642,,1
marhahús,Sült,Undirected,643,,1
marhahús,Füstölt pecsenye,Undirected,644,,1
marhahús,Zsályás pecsenye,Undirected,645,,1
marhahús,"Vetrece, azaz hosszúra vágott főtt marhahús",Undirected,646,,1
12-methyltridecanal,tehénhús,Undirected,647,,1
12-methyltridecanal,főtt marhahús,Undirected,648,,1
12-methyltridecanal,marhaláb,Undirected,649,,1
12-methyltridecanal,marha tokahús és bőr,Undirected,650,,1
12-methyltridecanal,marhanyelv,Undirected,651,,1
12-methyltridecanal,borjúhús,Undirected,652,,1
(E)-2-nonenal,avas zsír,Undirected,653,,1
(E)-2-nonenal,tehénhús,Undirected,654,,1
(E)-2-nonenal,tojás,Undirected,655,,1
(E)-2-nonenal,sertéshús,Undirected,656,,1
(E)-2-nonenal,disznóhús,Undirected,657,,1
(E)-2-nonenal,borjúhús,Undirected,658,,1
(E)-2-nonenal,zab,Undirected,659,,1
(E)-2-nonenal,uborka,Undirected,660,,1
nonanal,tehénhús,Undirected,661,,1
nonanal,rizs,Undirected,662,,1
nonanal,marhahúsleves,Undirected,663,,1
nonanal,marha- vagy juhhúsleves,Undirected,664,,1
nonanal,hús,Undirected,665,,1
nonanal,háj,Undirected,666,,1
nonanal,húsleves,Undirected,667,,1
nonanal,zsír,Undirected,668,,1
nonanal,húslé,Undirected,669,,1
nonanal,vadhús,Undirected,670,,1
nonanal,sertéshús,Undirected,671,,1
nonanal,sertés orja (hátgerinc),Undirected,672,,1
nonanal,tüdő,Undirected,673,,1
nonanal,sertés keresztcsont,Undirected,674,,1
nonanal,malachús,Undirected,675,,1
nonanal,sertésvér,Undirected,676,,1
nonanal,csirkevér,Undirected,677,,1
nonanal,disznóhús,Undirected,678,,1
nonanal,szarvashús,Undirected,679,,1
nonanal,őzhús,Undirected,680,,1
nonanal,malac,Undirected,681,,1
nonanal,köles,Undirected,682,,1
nonanal,főzőlé,Undirected,683,,1
nonanal,egyéb hús,Undirected,684,,1
nonanal,szalonnazsír,Undirected,685,,1
nonanal,marhaláb,Undirected,686,,1
nonanal,marha tokahús és bőr,Undirected,687,,1
nonanal,juhtüdő,Undirected,688,,1
nonanal,marhanyelv,Undirected,689,,1
nonanal,tej,Undirected,690,,1
nonanal,sertéshátgerinc,Undirected,691,,1
nonanal,füstölt sonka,Undirected,692,,1
nonanal,kása,Undirected,693,,1
nonanal,olívaolaj,Undirected,694,,1
nonanal,sertésháló (faggyúhártya),Undirected,695,,1
nonanal,borjúhús,Undirected,696,,1
nonanal,liba- vagy kacsaaprólék,Undirected,697,,1
nonanal,malactüdő,Undirected,698,,1
nonanal,sütnivaló hús,Undirected,699,,1
nonanal,juhhúsleves,Undirected,700,,1
nonanal,édes tej,Undirected,701,,1
nonanal,laboda,Undirected,702,,1
nonanal,bivalytej,Undirected,703,,1
nonanal,sós tej,Undirected,704,,1
nonanal,hideg tej,Undirected,705,,1
nonanal,nagy lapu szára,Undirected,706,,1
nonanal,kendermag,Undirected,707,,1
nonanal,korpa,Undirected,708,,1
nonanal,köleskása,Undirected,709,,1
nonanal,növényi olaj,Undirected,710,,1
nonanal,sertéssonka (sódar),Undirected,711,,1
nonanal,sódar (füstölt sertéssonka),Undirected,712,,1
nonanal,olajmag,Undirected,713,,1
nonanal,sertésfej,Undirected,714,,1
nonanal,sertésfül,Undirected,715,,1
nonanal,sertésbőr,Undirected,716,,1
nonanal,méhviasz,Undirected,717,,1
octanal,bárányhús,Undirected,718,,1
octanal,méhviasz,Undirected,719,,1
bis(2-methyl-3-furyl)disulfide,tehénhús,Undirected,720,,1
bis(2-methyl-3-furyl)disulfide,főtt marhahús,Undirected,721,,1
fekete bors,Káposztát közönséges módon,Undirected,722,,1
fekete bors,Tehénhús rizskásával,Undirected,723,,1
fekete bors,Laska,Undirected,724,,1
fekete bors,Répával,Undirected,725,,1
fekete bors,Tüdő rántva,Undirected,726,,1
fekete bors,Tüdõ-étek,Undirected,727,,1
fekete bors,Lábból való saláta,Undirected,728,,1
fekete bors,Töltelék,Undirected,729,,1
fekete bors,Veres béles,Undirected,730,,1
fekete bors,"Tejes klödör, azaz tejes gombóc",Undirected,731,,1
fekete bors,Vereshagymát fõzni,Undirected,732,,1
fekete bors,Koldus-lév,Undirected,733,,1
fekete bors,Zsákvászonnal,Undirected,734,,1
fekete bors,Disznófőből való sajt,Undirected,735,,1
gyömbér,zingiberene,Undirected,736,,1
gyömbér,ar-curcumene,Undirected,737,,1
gyömbér,β-sesquiphellandrene,Undirected,738,,1
gyömbér,gingerol,Undirected,739,,1
gyömbér,shogaol,Undirected,740,,1
gyömbér,citral,Undirected,741,,1
gyömbér,borneol,Undirected,742,,1
gyömbér,"1,8-cineole",Undirected,743,,1
gyömbér,camphene,Undirected,744,,1
gyömbér,geranial,Undirected,745,,1
gyömbér,neral,Undirected,746,,1
gyömbér,Tehénhús árpa-kásával,Undirected,747,,1
gyömbér,Tehénhús rizskásával,Undirected,748,,1
gyömbér,"Kukrejttel, azaz borecetes, fenyőmagvas mártással",Undirected,749,,1
gyömbér,Tehénhús tiszta borssal,Undirected,750,,1
gyömbér,Laska,Undirected,751,,1
gyömbér,Törött lév,Undirected,752,,1
gyömbér,Savanyú lév,Undirected,753,,1
gyömbér,Német lév,Undirected,754,,1
gyömbér,Röstölt lév,Undirected,755,,1
gyömbér,Tüdő rántva,Undirected,756,,1
gyömbér,Fokhagyma-lével,Undirected,757,,1
gyömbér,Spékkel,Undirected,758,,1
gyömbér,Egressel,Undirected,759,,1
gyömbér,Tyúk tiszta borssal,Undirected,760,,1
gyömbér,Fekete lév,Undirected,761,,1
gyömbér,Másképpen ugyanez,Undirected,762,,1
gyömbér,"Klödör, azaz gombóc",Undirected,763,,1
gyömbér,Pástétom-lével,Undirected,764,,1
gyömbér,"Szömörcsök-lév, azaz kucsmagomba-lé",Undirected,765,,1
gyömbér,"Pikáda, azaz fűszerezett hússzelet",Undirected,766,,1
gyömbér,Kenyér-kása,Undirected,767,,1
gyömbér,Éles lév,Undirected,768,,1
gyömbér,Tüdőkása,Undirected,769,,1
gyömbér,Magyar lév,Undirected,770,,1
gyömbér,Kocka-lév,Undirected,771,,1
gyömbér,Ludas kása,Undirected,772,,1
gyömbér,Töltött tyúk,Undirected,773,,1
gyömbér,Balázs-lév,Undirected,774,,1
gyömbér,"Zsufa, azaz savanyú mártás",Undirected,775,,1
gyömbér,Vendég-lév,Undirected,776,,1
gyömbér,Majoránna-lév,Undirected,777,,1
gyömbér,Tüdõ-étek,Undirected,778,,1
gyömbér,Keresdi lév,Undirected,779,,1
gyömbér,Nyelvet főzni,Undirected,780,,1
gyömbér,Bárányhúst német módon,Undirected,781,,1
gyömbér,Savanyú pecsenye,Undirected,782,,1
gyömbér,Luther-lév,Undirected,783,,1
gyömbér,"Lapos tüdő, máj",Undirected,784,,1
gyömbér,Téjfellel,Undirected,785,,1
gyömbér,Szürke lév,Undirected,786,,1
gyömbér,Gombát fõzni,Undirected,787,,1
gyömbér,Karbonáta,Undirected,788,,1
gyömbér,"Kappan-lév, azaz ivartalanított kakas-lé",Undirected,789,,1
gyömbér,Madár-lév,Undirected,790,,1
gyömbér,Citrom-lév,Undirected,791,,1
gyömbér,Gyümölcs-lév,Undirected,792,,1
gyömbér,Szegfüves lév,Undirected,793,,1
gyömbér,Bors-porral,Undirected,794,,1
gyömbér,Gyömbéres lév,Undirected,795,,1
gyömbér,Mikó-lév,Undirected,796,,1
gyömbér,"Leány-sarjával, azaz friss tormahajtással",Undirected,797,,1
gyömbér,"Meggy-sása, azaz meggy-mártás, sült alá",Undirected,798,,1
gyömbér,Cifra lév,Undirected,799,,1
gyömbér,Váradi lév,Undirected,800,,1
gyömbér,Töltött malac,Undirected,801,,1
gyömbér,Bárányhús pirítva,Undirected,802,,1
gyömbér,Töltelék,Undirected,803,,1
gyömbér,"Vetrece, azaz hosszúra vágott főtt marhahús",Undirected,804,,1
gyömbér,Sült pástétom,Undirected,805,,1
gyömbér,"Malozsa-lév, azaz mazsola-mártás sült alá",Undirected,806,,1
gyömbér,"Vajas klödör, azaz vajas gombóc",Undirected,807,,1
gyömbér,Írós lév,Undirected,808,,1
gyömbér,Zólnai lév,Undirected,809,,1
gyömbér,Veres béles,Undirected,810,,1
gyömbér,Kenyér-torta,Undirected,811,,1
gyömbér,Hal téjfellel,Undirected,812,,1
gyömbér,Olasz kolbász,Undirected,813,,1
gyömbér,"Tyúkmony-zsufa, azaz tojásos savanyú mártás",Undirected,814,,1
gyömbér,"Tejes klödör, azaz tejes gombóc",Undirected,815,,1
gyömbér,Hajtott tejes étek,Undirected,816,,1
gyömbér,Vereshagymát fõzni,Undirected,817,,1
gyömbér,Boros kenyér,Undirected,818,,1
gyömbér,"Tyúkmony-lév, azaz tojás-lé",Undirected,819,,1
gyömbér,Német rántott,Undirected,820,,1
gyömbér,Boros leves,Undirected,821,,1
gyömbér,Rák töltve,Undirected,822,,1
gyömbér,Alma-fánk,Undirected,823,,1
gyömbér,Szilvás béles,Undirected,824,,1
gyömbér,Rák-sajt,Undirected,825,,1
gyömbér,Szilvás cipó,Undirected,826,,1
gyömbér,Palástos rizskása,Undirected,827,,1
gyömbér,Zuppon,Undirected,828,,1
gyömbér,Koldus-lév,Undirected,829,,1
gyömbér,Ég-lév,Undirected,830,,1
gyömbér,Zsákvászonnal,Undirected,831,,1
gyömbér,Gutta-lév,Undirected,832,,1
gyömbér,Lengyel cibre,Undirected,833,,1
gyömbér,"Körtvély fõve, azaz körte fõzve",Undirected,834,,1
gyömbér,Bot-lév,Undirected,835,,1
gyömbér,Ikrát főzni,Undirected,836,,1
gyömbér,Borsóleves,Undirected,837,,1
gyömbér,Lencseleves,Undirected,838,,1
gyömbér,Hal rizskásával,Undirected,839,,1
gyömbér,Olaj-spék,Undirected,840,,1
gyömbér,"Cicer, azaz bagoly-borsó",Undirected,841,,1
gyömbér,"Lémonyával, azaz citrommal",Undirected,842,,1
gyömbér,Törött lével hal,Undirected,843,,1
gyömbér,Csukát csuka-lével,Undirected,844,,1
gyömbér,Kozák-lével,Undirected,845,,1
gyömbér,Zöld lével,Undirected,846,,1
gyömbér,Ecetes cibre,Undirected,847,,1
gyömbér,Hal fekete lével,Undirected,848,,1
gyömbér,Zuppon-lév,Undirected,849,,1
gyömbér,Tiszta borssal,Undirected,850,,1
gyömbér,Vizát viza-lével,Undirected,851,,1
gyömbér,"Szömörcsök-gomba, azaz kucsmagomba főve",Undirected,852,,1
gyömbér,Borított lév,Undirected,853,,1
gyömbér,Olajos lév,Undirected,854,,1
gyömbér,Rák tehénhús-lévben,Undirected,855,,1
gyömbér,"Tyúkfi, azaz csirke cipóban való",Undirected,856,,1
gyömbér,Báránybél édes téjjel,Undirected,857,,1
gyömbér,Sódar gyümölcsös lével,Undirected,858,,1
gyömbér,Sódar szegfüves lével,Undirected,859,,1
gyömbér,Malac hidegen,Undirected,860,,1
gyömbér,Hagyma lével,Undirected,861,,1
gyömbér,"Kolbász, lévre",Undirected,862,,1
gyömbér,Rizskása tejben,Undirected,863,,1
gyömbér,"Gyömbéres sása, azaz gyömbéres mártás",Undirected,864,,1
gyömbér,Dinnye-torta,Undirected,865,,1
gyömbér,Más birsalma-liktáriom borral s fûszerszámmal,Undirected,866,,1
gyömbér,Eleven gyömbért így csinálj,Undirected,867,,1
gyömbér,Disznófőből való sajt,Undirected,868,,1
gyömbér,Zsemlye-galuska,Undirected,869,,1
citral,citromlé,Undirected,870,,1
citral,citrom,Undirected,871,,1
citral,sózott citrom,Undirected,872,,1
citral,citromhéj,Undirected,873,,1
citral,reszelt citromhéj,Undirected,874,,1
borneol,zsálya,Undirected,875,,1
borneol,zsályalevél,Undirected,876,,1
"1,8-cineole",zsálya,Undirected,877,,1
"1,8-cineole",zsályalevél,Undirected,878,,1
camphene,zsálya,Undirected,879,,1
camphene,zsályalevél,Undirected,880,,1
geranial,citromhéj,Undirected,881,,1
geranial,reszelt citromhéj,Undirected,882,,1
neral,citromhéj,Undirected,883,,1
neral,reszelt citromhéj,Undirected,884,,1
só,Tehénhús tiszta borssal,Undirected,885,,1
só,Kaszás lév,Undirected,886,,1
só,Vadalmával,Undirected,887,,1
só,Tehénhús tormával,Undirected,888,,1
só,Tormás téjfel,Undirected,889,,1
só,Törött lév,Undirected,890,,1
só,Tehénhús petrezselyemmel,Undirected,891,,1
só,Máj rántva,Undirected,892,,1
só,Spékkel,Undirected,893,,1
só,Tyúk tiszta borssal,Undirected,894,,1
só,Fekete lév,Undirected,895,,1
só,"Klödör, azaz gombóc",Undirected,896,,1
só,"Berbécsfő-saláta, azaz juhfej-saláta",Undirected,897,,1
só,"Szömörcsök-lév, azaz kucsmagomba-lé",Undirected,898,,1
só,Éles lév,Undirected,899,,1
só,"Tyúkfi, azaz csirke sóban",Undirected,900,,1
só,Ludas kása,Undirected,901,,1
só,Sárga lév,Undirected,902,,1
só,Töltött tyúk,Undirected,903,,1
só,Balázs-lév,Undirected,904,,1
só,"Zsufa, azaz savanyú mártás",Undirected,905,,1
só,Bárányfő rántva,Undirected,906,,1
só,Vendég-lév,Undirected,907,,1
só,Galuska,Undirected,908,,1
só,Kocsonya,Undirected,909,,1
só,"Kutkusa, azaz juhbélből készült étel",Undirected,910,,1
só,Lábból való saláta,Undirected,911,,1
só,Nyelvet főzni,Undirected,912,,1
só,"Ecettel, hagymával",Undirected,913,,1
só,Bárányhúst német módon,Undirected,914,,1
só,Bárányfő hidegen,Undirected,915,,1
só,Luther-lév,Undirected,916,,1
só,Téjfellel,Undirected,917,,1
só,"Orjával, azaz a sertés hátgerincével",Undirected,918,,1
só,"Leány-sarjával, azaz friss tormahajtással",Undirected,919,,1
só,Cifra lév,Undirected,920,,1
só,Bárányhús pirítva,Undirected,921,,1
só,Sült pástétom,Undirected,922,,1
só,Húst bésózni,Undirected,923,,1
só,Írós lév,Undirected,924,,1
só,Zólnai lév,Undirected,925,,1
só,Kenyér-torta,Undirected,926,,1
só,Bába-kenyér,Undirected,927,,1
só,Rák tejföllel,Undirected,928,,1
só,Hal téjfellel,Undirected,929,,1
só,"Tejes klödör, azaz tejes gombóc",Undirected,930,,1
só,Vagdalt étek,Undirected,931,,1
só,Tálban főtt tejes étek,Undirected,932,,1
só,Borza-kása,Undirected,933,,1
só,Vereshagymát fõzni,Undirected,934,,1
só,Olasz káposzta,Undirected,935,,1
só,Hüvelyes borsó,Undirected,936,,1
só,"Murok, azaz sárgarépa tejjel",Undirected,937,,1
só,Német rántott,Undirected,938,,1
só,Serleves,Undirected,939,,1
só,Lapos tészta,Undirected,940,,1
só,Tolyó-fánk,Undirected,941,,1
só,Palacsinta,Undirected,942,,1
só,"Disilber, azaz tojásétel",Undirected,943,,1
só,Rák-sajt,Undirected,944,,1
só,Rántott rák,Undirected,945,,1
só,Rák tejfellel,Undirected,946,,1
só,"Mondola-sása, azaz mandula-mártás",Undirected,947,,1
só,Tölcséres fánk,Undirected,948,,1
só,Barack-fánk,Undirected,949,,1
só,"Tyúkmony-sajt, azaz tojás-sajt",Undirected,950,,1
só,Vízleves,Undirected,951,,1
só,"Domika, azaz túróból és kenyérből készített étel",Undirected,952,,1
só,Pép,Undirected,953,,1
só,Lyukas kása,Undirected,954,,1
só,Gutta-lév,Undirected,955,,1
só,"Szíjalt rák, azaz keskeny szeletre vágott rák",Undirected,956,,1
só,Torzsa-saláta,Undirected,957,,1
só,Ugorka-saláta,Undirected,958,,1
só,Miskuláncia-saláta,Undirected,959,,1
só,"Mondola-lév, azaz mandula-lé",Undirected,960,,1
só,Kendermag-cibre,Undirected,961,,1
só,Ikrát főzni,Undirected,962,,1
só,Nyers káposzta-saláta,Undirected,963,,1
só,Párolt rák,Undirected,964,,1
só,Ugorkát télre sózni,Undirected,965,,1
só,Fenyőgombát főzni,Undirected,966,,1
só,Kínzott kása,Undirected,967,,1
só,Olaj-spék,Undirected,968,,1
só,"Lémonyával, azaz citrommal",Undirected,969,,1
só,Törött lével hal,Undirected,970,,1
só,Csukát csuka-lével,Undirected,971,,1
só,"Olajos domika, azaz túróból és kenyérbõl készített étel",Undirected,972,,1
só,Zöld lével,Undirected,973,,1
só,Ecetes cibre,Undirected,974,,1
só,Hal fekete lével,Undirected,975,,1
só,Zuppon-lév,Undirected,976,,1
só,Tiszta borssal,Undirected,977,,1
só,Vizát viza-lével,Undirected,978,,1
só,"Szömörcsök-gomba, azaz kucsmagomba főve",Undirected,979,,1
só,Kása olajjal,Undirected,980,,1
só,Borsó laskával,Undirected,981,,1
só,Hagyma rántva,Undirected,982,,1
só,"Lása, azaz laskagomba",Undirected,983,,1
só,Sós víz,Undirected,984,,1
só,Báránybél édes téjjel,Undirected,985,,1
só,Malac hidegen,Undirected,986,,1
só,Rizskása tejben,Undirected,987,,1
só,"Tyúkmony-saláta, azaz tojás-saláta",Undirected,988,,1
só,Zsemlye-galuska,Undirected,989,,1
Káposztát közönséges módon,bárányhús,Undirected,990,,1
Káposztát közönséges módon,avas zsír,Undirected,991,,1
bárányhús,4-methyloctanoic acid,Undirected,992,,1
bárányhús,4-methylnonanoic acid,Undirected,993,,1
bárányhús,4-methylphenol,Undirected,994,,1
bárányhús,p-cresol,Undirected,995,,1
bárányhús,Tárkonnyal,Undirected,996,,1
bárányhús,"Zsufa, azaz savanyú mártás",Undirected,997,,1
bárányhús,Bárányhúst német módon,Undirected,998,,1
bárányhús,Bárányhús pirítva,Undirected,999,,1
4-methyloctanoic acid,juhhús,Undirected,1000,,1
4-methyloctanoic acid,juhfej,Undirected,1001,,1
4-methyloctanoic acid,juhláb,Undirected,1002,,1
4-methyloctanoic acid,ürü,Undirected,1003,,1
4-methyloctanoic acid,bárányfej,Undirected,1004,,1
4-methyloctanoic acid,bárányláb,Undirected,1005,,1
4-methyloctanoic acid,juhbél,Undirected,1006,,1
4-methyloctanoic acid,juhgyomor,Undirected,1007,,1
4-methyloctanoic acid,juh vastagbél,Undirected,1008,,1
4-methyloctanoic acid,bárány,Undirected,1009,,1
4-methyloctanoic acid,báránymáj,Undirected,1010,,1
4-methylnonanoic acid,juhhús,Undirected,1011,,1
4-methylnonanoic acid,ürü,Undirected,1012,,1
4-methylnonanoic acid,bárány,Undirected,1013,,1
p-cresol,juhhús,Undirected,1014,,1
p-cresol,juhfej,Undirected,1015,,1
p-cresol,juhláb,Undirected,1016,,1
p-cresol,ürü,Undirected,1017,,1
p-cresol,bárányfej,Undirected,1018,,1
p-cresol,bárányláb,Undirected,1019,,1
p-cresol,juhbél,Undirected,1020,,1
p-cresol,juhgyomor,Undirected,1021,,1
p-cresol,juh vastagbél,Undirected,1022,,1
p-cresol,bárány,Undirected,1023,,1
avas zsír,decanal,Undirected,1024,,1
decanal,háj,Undirected,1025,,1
decanal,sertésháló (faggyúhártya),Undirected,1026,,1
decanal,sertésbőr,Undirected,1027,,1
decanal,méhviasz,Undirected,1028,,1
Tejfeles káposzta,tejföl,Undirected,1029,,1
tejföl,diacetyl,Undirected,1030,,1
tejföl,acetoin,Undirected,1031,,1
tejföl,butanoic acid,Undirected,1032,,1
tejföl,δ-decalactone,Undirected,1033,,1
tejföl,Tormás téjfel,Undirected,1034,,1
tejföl,Egressel,Undirected,1035,,1
tejföl,Tejes borsó,Undirected,1036,,1
tejföl,Téjfellel,Undirected,1037,,1
tejföl,Téjfel-kenyér,Undirected,1038,,1
tejföl,Cseh rántott,Undirected,1039,,1
tejföl,Kenyér-torta,Undirected,1040,,1
tejföl,Bába-kenyér,Undirected,1041,,1
tejföl,Rák tejföllel,Undirected,1042,,1
tejföl,Hal téjfellel,Undirected,1043,,1
tejföl,"Boros szérdék, azaz boros aludttej",Undirected,1044,,1
tejföl,Túrós étek,Undirected,1045,,1
tejföl,Tálban főtt tejes étek,Undirected,1046,,1
tejföl,Serleves,Undirected,1047,,1
tejföl,Rák tejfellel,Undirected,1048,,1
tejföl,Tejfeles túró,Undirected,1049,,1
tejföl,"Tyúkmony-sajt, azaz tojás-sajt",Undirected,1050,,1
tejföl,Azonban ezek is jók,Undirected,1051,,1
tejföl,Báránybél édes téjjel,Undirected,1052,,1
diacetyl,vaj,Undirected,1053,,1
diacetyl,aludttej,Undirected,1054,,1
diacetyl,túró,Undirected,1055,,1
diacetyl,írós vaj,Undirected,1056,,1
diacetyl,édes aludttej,Undirected,1057,,1
diacetyl,édes orda,Undirected,1058,,1
diacetyl,sós orda,Undirected,1059,,1
diacetyl,új édes sajt,Undirected,1060,,1
diacetyl,orda,Undirected,1061,,1
diacetyl,lágy túró,Undirected,1062,,1
diacetyl,kovász,Undirected,1063,,1
diacetyl,kenyértészta,Undirected,1064,,1
acetoin,ecet,Undirected,1065,,1
acetoin,vaj,Undirected,1066,,1
acetoin,aludttej,Undirected,1067,,1
acetoin,túró,Undirected,1068,,1
acetoin,írós vaj,Undirected,1069,,1
acetoin,édes aludttej,Undirected,1070,,1
acetoin,lágy túró,Undirected,1071,,1
butanoic acid,savanyú alma,Undirected,1072,,1
butanoic acid,vaj,Undirected,1073,,1
butanoic acid,sajt,Undirected,1074,,1
butanoic acid,túró,Undirected,1075,,1
butanoic acid,írós vaj,Undirected,1076,,1
butanoic acid,kemény sajt,Undirected,1077,,1
butanoic acid,új édes sajt,Undirected,1078,,1
butanoic acid,orda,Undirected,1079,,1
δ-decalactone,vaj,Undirected,1080,,1
δ-decalactone,sajt,Undirected,1081,,1
δ-decalactone,tej,Undirected,1082,,1
δ-decalactone,édes tej,Undirected,1083,,1
δ-decalactone,túró,Undirected,1084,,1
δ-decalactone,bivalytej,Undirected,1085,,1
δ-decalactone,sós tej,Undirected,1086,,1
δ-decalactone,írós vaj,Undirected,1087,,1
δ-decalactone,kemény sajt,Undirected,1088,,1
δ-decalactone,hideg tej,Undirected,1089,,1
Új káposzta szalonnával,új káposzta,Undirected,1090,,1
Új káposzta szalonnával,juhhús,Undirected,1091,,1
Új káposzta szalonnával,ecet,Undirected,1092,,1
Új káposzta szalonnával,borkő,Undirected,1093,,1
új káposzta,dimethyl trisulfide,Undirected,1094,,1
új káposzta,Új káposzta tejben,Undirected,1095,,1
dimethyl trisulfide,máj,Undirected,1096,,1
dimethyl trisulfide,főtt tojás,Undirected,1097,,1
dimethyl trisulfide,borjúmáj,Undirected,1098,,1
dimethyl trisulfide,báránymáj,Undirected,1099,,1
dimethyl trisulfide,malacmáj,Undirected,1100,,1
dimethyl trisulfide,káposzta,Undirected,1101,,1
dimethyl trisulfide,fejes káposzta,Undirected,1102,,1
dimethyl trisulfide,kék káposzta,Undirected,1103,,1
juhhús,Fokhagyma-lével,Undirected,1104,,1
juhhús,"Szömörcsök-lév, azaz kucsmagomba-lé",Undirected,1105,,1
juhhús,"Pikáda, azaz fűszerezett hússzelet",Undirected,1106,,1
juhhús,Kenyér-kása,Undirected,1107,,1
juhhús,Kaporral,Undirected,1108,,1
juhhús,"Orjával, azaz a sertés hátgerincével",Undirected,1109,,1
juhhús,Mustos pecsenye,Undirected,1110,,1
juhhús,Sült,Undirected,1111,,1
ecet,"Kukrejttel, azaz borecetes, fenyőmagvas mártással",Undirected,1112,,1
ecet,Kaszás lév,Undirected,1113,,1
ecet,Tormás téjfel,Undirected,1114,,1
ecet,Savanyú lév,Undirected,1115,,1
ecet,Német lév,Undirected,1116,,1
ecet,Röstölt lév,Undirected,1117,,1
ecet,Fokhagyma-lével,Undirected,1118,,1
ecet,Fekete lév,Undirected,1119,,1
ecet,Másképpen ugyanez,Undirected,1120,,1
ecet,Pástétom-lével,Undirected,1121,,1
ecet,"Berbécsfő, azaz juhfej",Undirected,1122,,1
ecet,"Berbécsfő-saláta, azaz juhfej-saláta",Undirected,1123,,1
ecet,Tüdőkása,Undirected,1124,,1
ecet,"Tyúkfi, azaz csirke sóban",Undirected,1125,,1
ecet,Tárkonnyal,Undirected,1126,,1
ecet,Kaporral,Undirected,1127,,1
ecet,Balázs-lév,Undirected,1128,,1
ecet,"Zsufa, azaz savanyú mártás",Undirected,1129,,1
ecet,Majoránna-lév,Undirected,1130,,1
ecet,Tüdõ-étek,Undirected,1131,,1
ecet,Kocsonya,Undirected,1132,,1
ecet,Lábból való saláta,Undirected,1133,,1
ecet,Savanyú pecsenye,Undirected,1134,,1
ecet,Bárányfő hidegen,Undirected,1135,,1
ecet,Luther-lév,Undirected,1136,,1
ecet,Szürke lév,Undirected,1137,,1
ecet,Sült lév,Undirected,1138,,1
ecet,Karbonáta,Undirected,1139,,1
ecet,"Kappan-lév, azaz ivartalanított kakas-lé",Undirected,1140,,1
ecet,Madár-lév,Undirected,1141,,1
ecet,Citrom-lév,Undirected,1142,,1
ecet,Bors-porral,Undirected,1143,,1
ecet,"Leány-sarjával, azaz friss tormahajtással",Undirected,1144,,1
ecet,Cifra lév,Undirected,1145,,1
ecet,"Dió-sása, azaz dió-mártás",Undirected,1146,,1
ecet,"Vetrece, azaz hosszúra vágott főtt marhahús",Undirected,1147,,1
ecet,Húst bésózni,Undirected,1148,,1
ecet,Írós lév,Undirected,1149,,1
ecet,Hal téjfellel,Undirected,1150,,1
ecet,"Tyúkmony-zsufa, azaz tojásos savanyú mártás",Undirected,1151,,1
ecet,"Mondola-sása, azaz mandula-mártás",Undirected,1152,,1
ecet,Gutta-lév,Undirected,1153,,1
ecet,"Szíjalt rák, azaz keskeny szeletre vágott rák",Undirected,1154,,1
ecet,Saláta,Undirected,1155,,1
